light ,temperature ,humidity ,comfortable
  205 ,      30.9  ,   49.38 ,          0
  203 ,      30.9  ,   49.36 ,          0
  203 ,      30.91 ,   49.34 ,          0
  207 ,      30.91 ,   49.32 ,          0
  207 ,      30.91 ,   49.3  ,          0
  206 ,      30.9  ,   49.28 ,          0
  206 ,      30.91 ,   49.25 ,          0
  203 ,      30.91 ,   49.23 ,          0
  203 ,      30.9  ,   49.21 ,          0
  204 ,      30.9  ,   49.19 ,          0
  204 ,      30.9  ,   49.17 ,          0
  206 ,      30.9  ,   49.15 ,          0
  206 ,      30.9  ,   49.12 ,          0
  204 ,      30.88 ,   49.12 ,          0
  204 ,      30.9  ,   49.1  ,          0
  207 ,      30.9  ,   49.08 ,          0
  207 ,      30.9  ,   49.06 ,          0
  207 ,      30.9  ,   49.04 ,          0
  207 ,      30.88 ,   49.02 ,          0
  206 ,      30.9  ,   49.0  ,          0
  206 ,      30.88 ,   48.98 ,          0
  200 ,      30.9  ,   48.96 ,          0
  200 ,      30.9  ,   48.94 ,          0
  188 ,      30.9  ,   48.93 ,          0
  188 ,      30.88 ,   48.93 ,          0
  179 ,      30.88 ,   48.91 ,          0
  179 ,      30.9  ,   48.89 ,          0
  179 ,      30.88 ,   48.87 ,          0
  179 ,      30.88 ,   48.86 ,          0
  178 ,      30.88 ,   48.85 ,          0
  178 ,      30.88 ,   48.82 ,          0
  155 ,      30.88 ,   48.8  ,          0
  155 ,      30.87 ,   48.8  ,          0
  173 ,      30.87 ,   48.78 ,          0
  173 ,      30.87 ,   48.77 ,          0
  136 ,      30.86 ,   48.73 ,          0
  136 ,      30.86 ,   48.71 ,          0
  169 ,      30.86 ,   48.69 ,          0
  169 ,      30.86 ,   48.67 ,          0
  151 ,      30.84 ,   48.65 ,          0
  151 ,      30.84 ,   48.64 ,          0
  117 ,      30.82 ,   48.61 ,          0
  117 ,      30.82 ,   48.59 ,          0
  224 ,      30.79 ,   48.57 ,          0
  224 ,      30.8  ,   48.57 ,          0
  118 ,      30.78 ,   48.57 ,          0
  118 ,      30.79 ,   48.57 ,          0
  110 ,      30.78 ,   48.57 ,          0
  110 ,      30.76 ,   48.56 ,          0
  189 ,      30.75 ,   48.54 ,          0
  189 ,      30.73 ,   48.54 ,          0
  130 ,      30.72 ,   48.54 ,          0
  130 ,      30.73 ,   48.56 ,          0
  109 ,      30.73 ,   48.56 ,          0
  109 ,      30.72 ,   48.56 ,          0
  194 ,      30.71 ,   48.56 ,          0
  194 ,      30.69 ,   48.56 ,          0
  105 ,      30.68 ,   48.56 ,          0
  105 ,      30.69 ,   48.54 ,          0
  190 ,      30.67 ,   48.56 ,          0
  190 ,      30.67 ,   48.53 ,          0
  153 ,      30.67 ,   48.53 ,          0
  153 ,      30.65 ,   48.56 ,          0
   95 ,      30.64 ,   48.56 ,          0
   95 ,      30.64 ,   48.56 ,          0
  155 ,      30.64 ,   48.56 ,          0
  155 ,      30.64 ,   48.56 ,          0
  139 ,      30.63 ,   48.56 ,          0
  139 ,      30.61 ,   48.53 ,          0
  105 ,      30.63 ,   48.53 ,          0
  105 ,      30.61 ,   48.53 ,          0
  117 ,      30.6  ,   48.53 ,          0
  117 ,      30.6  ,   48.53 ,          0
  175 ,      30.58 ,   48.54 ,          0
  175 ,      30.58 ,   48.54 ,          0
   70 ,      30.58 ,   48.56 ,          0
   70 ,      30.58 ,   48.58 ,          0
  178 ,      30.57 ,   48.65 ,          0
  178 ,      30.56 ,   48.71 ,          0
  126 ,      30.56 ,   48.75 ,          0
  126 ,      30.56 ,   48.77 ,          0
   98 ,      30.54 ,   48.84 ,          0
   98 ,      30.54 ,   48.89 ,          0
  161 ,      30.53 ,   48.91 ,          0
  161 ,      30.54 ,   48.95 ,          0
  105 ,      30.52 ,   48.96 ,          0
  105 ,      30.52 ,   49.0  ,          0
   87 ,      30.52 ,   49.02 ,          0
   87 ,      30.5  ,   49.0  ,          0
  168 ,      30.52 ,   48.98 ,          0
  168 ,      30.5  ,   48.96 ,          0
  133 ,      30.47 ,   48.94 ,          0
  133 ,      30.49 ,   48.93 ,          0
   87 ,      30.47 ,   48.91 ,          0
   87 ,      30.47 ,   48.87 ,          0
  103 ,      30.46 ,   48.85 ,          0
  103 ,      30.46 ,   48.83 ,          0
  117 ,      30.46 ,   48.82 ,          0
  117 ,      30.46 ,   48.78 ,          0
   86 ,      30.43 ,   48.77 ,          0
   86 ,      30.45 ,   48.75 ,          0
  181 ,      30.45 ,   48.75 ,          0
  181 ,      30.43 ,   48.75 ,          0
  111 ,      30.42 ,   48.73 ,          0
  111 ,      30.42 ,   48.75 ,          0
   84 ,      30.42 ,   48.75 ,          0
   84 ,      30.41 ,   48.75 ,          0
  200 ,      30.39 ,   48.75 ,          0
  200 ,      30.39 ,   48.75 ,          0
   87 ,      30.39 ,   48.78 ,          0
   87 ,      30.39 ,   48.78 ,          0
   82 ,      30.38 ,   48.82 ,          0
   82 ,      30.38 ,   48.87 ,          0
  185 ,      30.35 ,   48.93 ,          0
  185 ,      30.37 ,   48.94 ,          0
   97 ,      30.35 ,   49.0  ,          0
   97 ,      30.35 ,   49.02 ,          0
  107 ,      30.34 ,   49.03 ,          0
  107 ,      30.35 ,   49.03 ,          0
  180 ,      30.34 ,   49.06 ,          0
  180 ,      30.34 ,   49.04 ,          0
   86 ,      30.34 ,   49.03 ,          0
   86 ,      30.32 ,   49.04 ,          0
  188 ,      30.31 ,   49.06 ,          0
  188 ,      30.31 ,   49.08 ,          0
  113 ,      30.3  ,   49.12 ,          0
  113 ,      30.28 ,   49.14 ,          0
  149 ,      30.28 ,   49.15 ,          0
  149 ,      30.28 ,   49.19 ,          0
  186 ,      30.27 ,   49.25 ,          0
  186 ,      30.27 ,   49.3  ,          0
  111 ,      30.26 ,   49.32 ,          0
  111 ,      30.26 ,   49.31 ,          0
  214 ,      30.24 ,   49.36 ,          0
  214 ,      30.24 ,   49.37 ,          0
  169 ,      30.24 ,   49.37 ,          0
  169 ,      30.23 ,   49.41 ,          0
  122 ,      30.23 ,   49.39 ,          0
  122 ,      30.23 ,   49.39 ,          0
  215 ,      30.2  ,   49.37 ,          0
  215 ,      30.2  ,   49.37 ,          0
  160 ,      30.2  ,   49.37 ,          0
  160 ,      30.2  ,   49.37 ,          0
  107 ,      30.19 ,   49.37 ,          0
  107 ,      30.19 ,   49.37 ,          0
  209 ,      30.19 ,   49.37 ,          0
  209 ,      30.19 ,   49.36 ,          0
  114 ,      30.17 ,   49.34 ,          0
  114 ,      30.16 ,   49.39 ,          0
  199 ,      30.16 ,   49.39 ,          0
  199 ,      30.15 ,   49.41 ,          0
  207 ,      30.13 ,   49.47 ,          0
  207 ,      30.13 ,   49.59 ,          0
  100 ,      30.13 ,   49.59 ,          0
  100 ,      30.13 ,   49.6  ,          0
  226 ,      30.12 ,   49.64 ,          0
  226 ,      30.12 ,   49.61 ,          0
  122 ,      30.11 ,   49.61 ,          0
  122 ,      30.11 ,   49.74 ,          0
  149 ,      30.11 ,   49.77 ,          0
  149 ,      30.11 ,   49.74 ,          0
  161 ,      30.08 ,   49.74 ,          0
  161 ,      30.08 ,   49.78 ,          0
   93 ,      30.08 ,   49.76 ,          0
   93 ,      30.07 ,   49.76 ,          0
  244 ,      30.07 ,   49.78 ,          0
  244 ,      30.07 ,   49.8  ,          0
   60 ,      30.07 ,   49.81 ,          0
   60 ,      30.05 ,   49.85 ,          0
  260 ,      30.05 ,   49.92 ,          0
  260 ,      30.04 ,   49.92 ,          0
   55 ,      30.04 ,   49.9  ,          0
   55 ,      30.04 ,   49.92 ,          0
  244 ,      30.04 ,   49.99 ,          0
  244 ,      30.02 ,   49.99 ,          0
   43 ,      30.01 ,   50.01 ,          0
   43 ,      30.02 ,   50.08 ,          0
  187 ,      30.01 ,   50.18 ,          0
  187 ,      30.01 ,   50.18 ,          0
   47 ,      30.0  ,   50.21 ,          1
   47 ,      30.0  ,   50.29 ,          1
  176 ,      30.0  ,   50.42 ,          1
  176 ,      30.0  ,   50.45 ,          1
   52 ,      29.98 ,   50.45 ,          1
   52 ,      29.98 ,   50.44 ,          1
  168 ,      29.98 ,   50.45 ,          1
  168 ,      29.98 ,   50.58 ,          1
  161 ,      29.98 ,   50.69 ,          1
  161 ,      29.98 ,   50.75 ,          1
  169 ,      29.97 ,   50.81 ,          1
  169 ,      29.98 ,   50.84 ,          1
  183 ,      30.0  ,   50.86 ,          1
  183 ,      29.98 ,   50.88 ,          1
  182 ,      30.0  ,   50.88 ,          1
  182 ,      30.0  ,   50.88 ,          1
  187 ,      30.0  ,   50.86 ,          1
  187 ,      29.98 ,   50.84 ,          1
  184 ,      29.98 ,   50.84 ,          1
  184 ,      30.0  ,   50.84 ,          1
  192 ,      30.0  ,   50.82 ,          1
  192 ,      29.98 ,   50.81 ,          1
  194 ,      29.98 ,   50.81 ,          1
  194 ,      29.98 ,   50.79 ,          1
  186 ,      29.98 ,   50.77 ,          1
  186 ,      30.0  ,   50.73 ,          1
  195 ,      30.0  ,   50.69 ,          1
  195 ,      29.98 ,   50.66 ,          1
  188 ,      29.98 ,   50.62 ,          1
  188 ,      29.98 ,   50.57 ,          1
  198 ,      29.98 ,   50.53 ,          1
  198 ,      29.98 ,   50.47 ,          1
  201 ,      29.98 ,   50.42 ,          1
  201 ,      29.98 ,   50.34 ,          1
  200 ,      29.98 ,   50.31 ,          1
  200 ,      29.98 ,   50.23 ,          1
  206 ,      29.98 ,   50.18 ,          1
  206 ,      29.98 ,   50.12 ,          1
  205 ,      29.97 ,   50.07 ,          1
  205 ,      29.97 ,   50.02 ,          1
  214 ,      29.96 ,   49.97 ,          1
  214 ,      29.97 ,   49.92 ,          1
  209 ,      29.96 ,   49.88 ,          1
  209 ,      29.97 ,   49.83 ,          1
  225 ,      29.94 ,   49.8  ,          1
  225 ,      29.94 ,   49.76 ,          1
  222 ,      29.96 ,   49.74 ,          1
  222 ,      29.96 ,   49.7  ,          1
  225 ,      29.94 ,   49.67 ,          1
  225 ,      29.96 ,   49.65 ,          1
  230 ,      29.94 ,   49.61 ,          1
  230 ,      29.96 ,   49.59 ,          1
  246 ,      29.94 ,   49.57 ,          1
  246 ,      29.94 ,   49.54 ,          1
  220 ,      29.94 ,   49.52 ,          1
  220 ,      29.94 ,   49.5  ,          1
  234 ,      29.94 ,   49.48 ,          1
  234 ,      29.96 ,   49.46 ,          1
  246 ,      29.94 ,   49.44 ,          1
  246 ,      29.94 ,   49.43 ,          1
  247 ,      29.93 ,   49.43 ,          1
  247 ,      29.93 ,   49.41 ,          1
  245 ,      29.93 ,   49.39 ,          1
  245 ,      29.93 ,   49.37 ,          1
  246 ,      29.93 ,   49.37 ,          1
  246 ,      29.94 ,   49.35 ,          1
  239 ,      29.93 ,   49.35 ,          1
  239 ,      29.93 ,   49.33 ,          1
  251 ,      29.93 ,   49.33 ,          1
  251 ,      29.93 ,   49.33 ,          1
  238 ,      29.93 ,   49.33 ,          1
  238 ,      29.92 ,   49.31 ,          1
  244 ,      29.92 ,   49.31 ,          1
  244 ,      29.93 ,   49.31 ,          1
  248 ,      29.92 ,   49.3  ,          1
  248 ,      29.9  ,   49.3  ,          1
  241 ,      29.92 ,   49.3  ,          1
  241 ,      29.92 ,   49.3  ,          1
  246 ,      29.92 ,   49.28 ,          1
  246 ,      29.92 ,   49.28 ,          1
  249 ,      29.9  ,   49.26 ,          1
  249 ,      29.9  ,   49.26 ,          1
  249 ,      29.92 ,   49.26 ,          1
  249 ,      29.92 ,   49.26 ,          1
  235 ,      29.9  ,   49.25 ,          1
  235 ,      29.9  ,   49.23 ,          1
  249 ,      29.9  ,   49.24 ,          1
  249 ,      29.9  ,   49.21 ,          1
  241 ,      29.9  ,   49.21 ,          1
  241 ,      29.89 ,   49.21 ,          1
  236 ,      29.89 ,   49.21 ,          1
  236 ,      29.9  ,   49.19 ,          1
  250 ,      29.89 ,   49.19 ,          1
  250 ,      29.9  ,   49.19 ,          1
  243 ,      29.89 ,   49.17 ,          1
  243 ,      29.89 ,   49.17 ,          1
  244 ,      29.89 ,   49.15 ,          1
  244 ,      29.9  ,   49.15 ,          1
  242 ,      29.89 ,   49.15 ,          1
  242 ,      29.89 ,   49.14 ,          1
  247 ,      29.89 ,   49.14 ,          1
  247 ,      29.89 ,   49.14 ,          1
  249 ,      29.87 ,   49.14 ,          1
  249 ,      29.89 ,   49.12 ,          1
  236 ,      29.89 ,   49.12 ,          1
  236 ,      29.89 ,   49.1  ,          1
  245 ,      29.89 ,   49.1  ,          1
  245 ,      29.87 ,   49.1  ,          1
  251 ,      29.87 ,   49.08 ,          1
  251 ,      29.89 ,   49.08 ,          1
  252 ,      29.87 ,   49.08 ,          1
  252 ,      29.89 ,   49.06 ,          1
  251 ,      29.86 ,   49.06 ,          1
  251 ,      29.87 ,   49.06 ,          1
  238 ,      29.86 ,   49.04 ,          1
  238 ,      29.89 ,   49.04 ,          1
  246 ,      29.87 ,   49.02 ,          1
  246 ,      29.87 ,   49.02 ,          1
  250 ,      29.87 ,   49.02 ,          1
  250 ,      29.87 ,   49.02 ,          1
  250 ,      29.87 ,   49.0  ,          1
  250 ,      29.89 ,   49.0  ,          1
  238 ,      29.87 ,   49.0  ,          1
  238 ,      29.87 ,   48.98 ,          1
  236 ,      29.87 ,   48.98 ,          1
  236 ,      29.87 ,   48.98 ,          1
  240 ,      29.87 ,   48.98 ,          1
  240 ,      29.86 ,   48.98 ,          1
  247 ,      29.87 ,   48.98 ,          1
  247 ,      29.86 ,   48.98 ,          1
  238 ,      29.86 ,   48.98 ,          1
  238 ,      29.86 ,   48.98 ,          1
  250 ,      29.86 ,   48.98 ,          1
  250 ,      29.86 ,   48.98 ,          1
  243 ,      29.86 ,   48.98 ,          1
  243 ,      29.86 ,   48.98 ,          1
  238 ,      29.86 ,   48.98 ,          1
  238 ,      29.85 ,   48.98 ,          1
  247 ,      29.86 ,   48.98 ,          1
  247 ,      29.86 ,   48.98 ,          1
  252 ,      29.83 ,   48.98 ,          1
  252 ,      29.85 ,   48.96 ,          1
  223 ,      29.86 ,   48.96 ,          1
  223 ,      29.85 ,   48.96 ,          1
  198 ,      29.85 ,   48.96 ,          1
  198 ,      29.85 ,   48.96 ,          1
   75 ,      29.83 ,   48.96 ,          1
   75 ,      29.83 ,   48.97 ,          1
  217 ,      29.82 ,   48.97 ,          1
  217 ,      29.8  ,   48.97 ,          1
  125 ,      29.78 ,   48.99 ,          1
  125 ,      29.78 ,   49.03 ,          1
   53 ,      29.77 ,   49.13 ,          1
   53 ,      29.77 ,   49.22 ,          1
   70 ,      29.75 ,   49.26 ,          1
   70 ,      29.75 ,   49.44 ,          1
  103 ,      29.75 ,   49.55 ,          1
  103 ,      29.75 ,   49.7  ,          1
  156 ,      29.75 ,   49.79 ,          1
  156 ,      29.74 ,   49.84 ,          1
  136 ,      29.74 ,   49.88 ,          1
  136 ,      29.75 ,   49.88 ,          1
  142 ,      29.75 ,   49.88 ,          1
  142 ,      29.74 ,   49.86 ,          1
  170 ,      29.74 ,   49.86 ,          1
  170 ,      29.75 ,   49.84 ,          1
  175 ,      29.74 ,   49.83 ,          1
  175 ,      29.75 ,   49.83 ,          1
  190 ,      29.75 ,   49.84 ,          1
  190 ,      29.75 ,   49.87 ,          1
  177 ,      29.75 ,   49.91 ,          1
  177 ,      29.75 ,   49.94 ,          1
  177 ,      29.75 ,   49.96 ,          1
  177 ,      29.75 ,   49.97 ,          1
  166 ,      29.75 ,   50.02 ,          1
  166 ,      29.75 ,   50.03 ,          1
   17 ,      29.75 ,   50.01 ,          0
   17 ,      29.75 ,   49.97 ,          0
    2 ,      29.75 ,   49.96 ,          0
    2 ,      29.75 ,   50.05 ,          0
    1 ,      29.74 ,   50.25 ,          0
    1 ,      29.75 ,   50.44 ,          0
    1 ,      29.77 ,   50.66 ,          0
    1 ,      29.75 ,   50.9  ,          0
    1 ,      29.77 ,   51.21 ,          0
    1 ,      29.77 ,   51.47 ,          0
    1 ,      29.78 ,   51.76 ,          0
    1 ,      29.77 ,   52.06 ,          0
    1 ,      29.78 ,   52.35 ,          0
    1 ,      29.78 ,   52.62 ,          0
    1 ,      29.78 ,   52.94 ,          0
    1 ,      29.8  ,   53.23 ,          0
    1 ,      29.8  ,   53.55 ,          0
    1 ,      29.8  ,   53.88 ,          0
    1 ,      29.8  ,   54.19 ,          0
    1 ,      29.8  ,   54.5  ,          0
    1 ,      29.8  ,   54.79 ,          0
    1 ,      29.82 ,   55.06 ,          0
    1 ,      29.8  ,   55.33 ,          0
    1 ,      29.8  ,   55.56 ,          0
    1 ,      29.82 ,   55.78 ,          0
    1 ,      29.82 ,   56.0  ,          0
    1 ,      29.82 ,   56.19 ,          0
    1 ,      29.82 ,   56.39 ,          0
    1 ,      29.82 ,   56.59 ,          0
    1 ,      29.83 ,   56.76 ,          0
    1 ,      29.83 ,   56.96 ,          0
    1 ,      29.83 ,   57.12 ,          0
    1 ,      29.85 ,   57.29 ,          0
    1 ,      29.85 ,   57.45 ,          0
    1 ,      29.85 ,   57.59 ,          0
    1 ,      29.86 ,   57.74 ,          0
    1 ,      29.85 ,   57.88 ,          0
    1 ,      29.86 ,   58.0  ,          0
    1 ,      29.85 ,   58.15 ,          0
    1 ,      29.86 ,   58.27 ,          0
    1 ,      29.86 ,   58.39 ,          0
    1 ,      29.86 ,   58.51 ,          0
    1 ,      29.86 ,   58.64 ,          0
    1 ,      29.86 ,   58.76 ,          0
    1 ,      29.87 ,   58.89 ,          0
    1 ,      29.86 ,   58.99 ,          0
    1 ,      29.87 ,   59.11 ,          0
    1 ,      29.87 ,   59.24 ,          0
    1 ,      29.87 ,   59.36 ,          0
    1 ,      29.89 ,   59.48 ,          0
    1 ,      29.87 ,   59.6  ,          0
    1 ,      29.89 ,   59.7  ,          0
    1 ,      29.87 ,   59.8  ,          0
    1 ,      29.89 ,   59.92 ,          0
    1 ,      29.89 ,   60.0  ,          0
    1 ,      29.89 ,   60.09 ,          0
    1 ,      29.9  ,   60.17 ,          0
    1 ,      29.9  ,   60.25 ,          0
    1 ,      29.9  ,   60.32 ,          0
    1 ,      29.9  ,   60.4  ,          0
    1 ,      29.89 ,   60.46 ,          0
    1 ,      29.9  ,   60.53 ,          0
    1 ,      29.9  ,   60.62 ,          0
    1 ,      29.9  ,   60.69 ,          0
    1 ,      29.93 ,   60.78 ,          0
    1 ,      29.93 ,   60.86 ,          0
    1 ,      29.92 ,   60.93 ,          0
    1 ,      29.92 ,   61.02 ,          0
    1 ,      29.92 ,   61.12 ,          0
    1 ,      29.93 ,   61.21 ,          0
    1 ,      29.93 ,   61.3  ,          0
    1 ,      29.94 ,   61.38 ,          0
    1 ,      29.93 ,   61.49 ,          0
    1 ,      29.94 ,   61.59 ,          0
    1 ,      29.94 ,   61.7  ,          0
    1 ,      29.94 ,   61.8  ,          0
    1 ,      29.94 ,   61.9  ,          0
    1 ,      29.94 ,   62.02 ,          0
    1 ,      29.94 ,   62.14 ,          0
    1 ,      29.94 ,   62.26 ,          0
    1 ,      29.96 ,   62.4  ,          0
    1 ,      29.96 ,   62.55 ,          0
    2 ,      29.96 ,   62.69 ,          0
    2 ,      29.96 ,   62.71 ,          0
   35 ,      29.96 ,   62.54 ,          0
   35 ,      29.97 ,   62.23 ,          0
  207 ,      29.96 ,   61.8  ,          0
  207 ,      29.94 ,   61.35 ,          0
  216 ,      29.93 ,   60.83 ,          0
  216 ,      29.94 ,   60.27 ,          0
  178 ,      29.93 ,   59.68 ,          1
  178 ,      29.92 ,   59.13 ,          1
  151 ,      29.93 ,   58.58 ,          1
  151 ,      29.93 ,   58.08 ,          1
  147 ,      29.92 ,   57.55 ,          1
  147 ,      29.92 ,   57.1  ,          1
  153 ,      29.92 ,   56.64 ,          1
  153 ,      29.92 ,   56.25 ,          1
  146 ,      29.9  ,   55.85 ,          1
  146 ,      29.92 ,   55.53 ,          1
  151 ,      29.9  ,   55.22 ,          1
  151 ,      29.92 ,   54.95 ,          1
  153 ,      29.9  ,   54.68 ,          1
  153 ,      29.92 ,   54.48 ,          1
  144 ,      29.92 ,   54.28 ,          1
  144 ,      29.9  ,   54.11 ,          1
  147 ,      29.92 ,   53.96 ,          1
  147 ,      29.9  ,   53.81 ,          1
  149 ,      29.9  ,   53.68 ,          1
  149 ,      29.9  ,   53.57 ,          1
  144 ,      29.9  ,   53.43 ,          1
  144 ,      29.92 ,   53.34 ,          1
  146 ,      29.9  ,   53.23 ,          1
  146 ,      29.9  ,   53.11 ,          1
  146 ,      29.89 ,   53.02 ,          1
  146 ,      29.92 ,   52.93 ,          1
  154 ,      29.92 ,   52.83 ,          1
  154 ,      29.92 ,   52.74 ,          1
  147 ,      29.9  ,   52.64 ,          1
  147 ,      29.9  ,   52.55 ,          1
  145 ,      29.9  ,   52.46 ,          1
  145 ,      29.92 ,   52.37 ,          1
  153 ,      29.9  ,   52.28 ,          1
  153 ,      29.9  ,   52.19 ,          1
  153 ,      29.9  ,   52.11 ,          1
  153 ,      29.92 ,   52.02 ,          1
  149 ,      29.9  ,   51.95 ,          1
  149 ,      29.92 ,   51.87 ,          1
  143 ,      29.9  ,   51.8  ,          1
  143 ,      29.9  ,   51.72 ,          1
  152 ,      29.9  ,   51.64 ,          1
  152 ,      29.9  ,   51.58 ,          1
  152 ,      29.89 ,   51.5  ,          1
  152 ,      29.9  ,   51.45 ,          1
  158 ,      29.92 ,   51.39 ,          1
  158 ,      29.92 ,   51.34 ,          1
  152 ,      29.9  ,   51.26 ,          1
  152 ,      29.9  ,   51.19 ,          1
  150 ,      29.92 ,   51.15 ,          1
  150 ,      29.92 ,   51.1  ,          1
  146 ,      29.92 ,   51.04 ,          1
  146 ,      29.92 ,   50.98 ,          1
  119 ,      29.9  ,   50.92 ,          1
  119 ,      29.9  ,   50.86 ,          1
  118 ,      29.89 ,   50.81 ,          1
  118 ,      29.9  ,   50.76 ,          1
  124 ,      29.9  ,   50.69 ,          1
  124 ,      29.9  ,   50.66 ,          1
  126 ,      29.9  ,   50.61 ,          1
  126 ,      29.9  ,   50.57 ,          1
  132 ,      29.9  ,   50.51 ,          1
  132 ,      29.9  ,   50.47 ,          1
  246 ,      32.11 ,   44.28 ,          0
  246 ,      32.11 ,   44.27 ,          0
  249 ,      32.09 ,   44.27 ,          0
  249 ,      32.09 ,   44.27 ,          0
  260 ,      32.09 ,   44.27 ,          0
  260 ,      32.09 ,   44.27 ,          0
  258 ,      32.08 ,   44.27 ,          0
  258 ,      32.08 ,   44.27 ,          0
  261 ,      32.09 ,   44.27 ,          0
  261 ,      32.09 ,   44.27 ,          0
  249 ,      32.08 ,   44.25 ,          0
  249 ,      32.08 ,   44.25 ,          0
  255 ,      32.08 ,   44.25 ,          0
  255 ,      32.08 ,   44.24 ,          0
  262 ,      32.09 ,   44.24 ,          0
  262 ,      32.09 ,   44.21 ,          0
  257 ,      32.09 ,   44.21 ,          0
  257 ,      32.09 ,   44.19 ,          0
  262 ,      32.08 ,   44.19 ,          0
  262 ,      32.09 ,   44.19 ,          0
  267 ,      32.08 ,   44.17 ,          0
  267 ,      32.09 ,   44.17 ,          0
  257 ,      32.09 ,   44.16 ,          0
  257 ,      32.09 ,   44.16 ,          0
  260 ,      32.11 ,   44.16 ,          0
  260 ,      32.09 ,   44.14 ,          0
  266 ,      32.09 ,   44.14 ,          0
  266 ,      32.09 ,   44.14 ,          0
  263 ,      32.09 ,   44.14 ,          0
  263 ,      32.11 ,   44.14 ,          0
  254 ,      32.09 ,   44.14 ,          0
  254 ,      32.09 ,   44.14 ,          0
  244 ,      32.08 ,   44.14 ,          0
  244 ,      32.08 ,   44.14 ,          0
  246 ,      32.09 ,   44.14 ,          0
  246 ,      32.09 ,   44.14 ,          0
  244 ,      32.09 ,   44.16 ,          0
  244 ,      32.11 ,   44.16 ,          0
  249 ,      32.08 ,   44.17 ,          0
  249 ,      32.09 ,   44.17 ,          0
  255 ,      32.08 ,   44.19 ,          0
  255 ,      32.08 ,   44.21 ,          0
  264 ,      32.09 ,   44.24 ,          0
  264 ,      32.09 ,   44.25 ,          0
  266 ,      32.11 ,   44.25 ,          0
  266 ,      32.11 ,   44.28 ,          0
  259 ,      32.09 ,   44.27 ,          0
  259 ,      32.12 ,   44.3  ,          0
  262 ,      32.11 ,   44.29 ,          0
  262 ,      32.09 ,   44.29 ,          0
  264 ,      32.08 ,   44.31 ,          0
  264 ,      32.11 ,   44.31 ,          0
  251 ,      32.11 ,   44.32 ,          0
  251 ,      32.11 ,   44.31 ,          0
  260 ,      32.09 ,   44.33 ,          0
  260 ,      32.11 ,   44.33 ,          0
  246 ,      32.09 ,   44.35 ,          0
  246 ,      32.11 ,   44.36 ,          0
  251 ,      32.09 ,   44.36 ,          0
  251 ,      32.12 ,   44.38 ,          0
  258 ,      32.11 ,   44.41 ,          0
  258 ,      32.11 ,   44.43 ,          0
  260 ,      32.11 ,   44.45 ,          0
  260 ,      32.11 ,   44.46 ,          0
  253 ,      32.09 ,   44.49 ,          0
  253 ,      32.11 ,   44.52 ,          0
  247 ,      32.11 ,   44.54 ,          0
  247 ,      32.11 ,   44.56 ,          0
  257 ,      32.11 ,   44.59 ,          0
  257 ,      32.11 ,   44.59 ,          0
  249 ,      32.11 ,   44.61 ,          0
  249 ,      32.11 ,   44.62 ,          0
  256 ,      32.11 ,   44.63 ,          0
  256 ,      32.12 ,   44.65 ,          0
  250 ,      32.09 ,   44.64 ,          0
  250 ,      32.11 ,   44.67 ,          0
  250 ,      32.11 ,   44.67 ,          0
  250 ,      32.11 ,   44.67 ,          0
  250 ,      32.11 ,   44.67 ,          0
  250 ,      32.11 ,   44.69 ,          0
  251 ,      32.09 ,   44.69 ,          0
  251 ,      32.11 ,   44.69 ,          0
  237 ,      32.12 ,   44.7  ,          0
  237 ,      32.12 ,   44.72 ,          0
  239 ,      32.12 ,   44.75 ,          0
  239 ,      32.11 ,   44.77 ,          0
  251 ,      32.11 ,   44.78 ,          0
  251 ,      32.11 ,   44.8  ,          0
  252 ,      32.11 ,   44.84 ,          0
  252 ,      32.11 ,   44.86 ,          0
  240 ,      32.11 ,   44.86 ,          0
  240 ,      32.12 ,   44.88 ,          0
  249 ,      32.11 ,   44.88 ,          0
  249 ,      32.12 ,   44.91 ,          0
  253 ,      32.11 ,   44.91 ,          0
  253 ,      32.12 ,   44.91 ,          0
  227 ,      32.11 ,   44.93 ,          0
  227 ,      32.11 ,   44.96 ,          0
  218 ,      32.12 ,   44.96 ,          0
  218 ,      32.12 ,   44.96 ,          0
  221 ,      32.11 ,   44.98 ,          0
  221 ,      32.12 ,   44.98 ,          0
  224 ,      32.11 ,   44.99 ,          0
  224 ,      32.11 ,   45.01 ,          0
  235 ,      32.11 ,   45.03 ,          0
  235 ,      32.12 ,   45.07 ,          0
  239 ,      32.11 ,   45.09 ,          0
  239 ,      32.12 ,   45.13 ,          0
  246 ,      32.11 ,   45.15 ,          0
  246 ,      32.11 ,   45.18 ,          0
  236 ,      32.12 ,   45.2  ,          0
  236 ,      32.11 ,   45.2  ,          0
  247 ,      32.12 ,   45.22 ,          0
  247 ,      32.12 ,   45.24 ,          0
  247 ,      32.11 ,   45.26 ,          0
  247 ,      32.12 ,   45.26 ,          0
  243 ,      32.12 ,   45.28 ,          0
  243 ,      32.12 ,   45.28 ,          0
  254 ,      32.11 ,   45.28 ,          0
  254 ,      32.12 ,   45.3  ,          0
  251 ,      32.11 ,   45.3  ,          0
  251 ,      32.12 ,   45.3  ,          0
  246 ,      32.13 ,   45.3  ,          0
  246 ,      32.13 ,   45.3  ,          0
  247 ,      32.12 ,   45.3  ,          0
  247 ,      32.12 ,   45.3  ,          0
  248 ,      32.12 ,   45.31 ,          0
  248 ,      32.13 ,   45.31 ,          0
